"Seq","Name","Amount*","Remarks","Collection","Assign. No.","Date","Terms","Approval","Description","TS Status","Account No.","Cust PO","Status","Reference","Disc%","Freight*","Balance*","Due Date","Discount*","Type","Other*","Division","Aging","Past Due Status","Due Days","Charge Back No.","Salesperson","Sales Period","Date Paid","Batch","Cust Ck No.","Cust Ck Date","Cust Ck Amount","Factor","Assign. Date","Reason","Ship-To","Cust ChgBack No.","Trail","Manifest","Rank","Shipped on","Ship Via","Pieces*","Cartons*","Pro Number","TS Amount*","TS Freight*","TS Variance*","EDI Batch No.","Tracking No","TS Comments","State","Store","DC No.", 
"699","ZULILY","9,207.00","LINE 000EXH VOIDED.  (STYLE 9704009)","No collection Info","000158","02/03/2014","NET 30","931385","","Shipped","ZU0001","74013-P0000K47K0-6-1","Open","101707","  .00%",".00","9,207.00","03/05/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/07/2014","","001416","","101707","G373","","02/06/14","CALL TO ROUTE","   928","   154","","9,207.00","    .00",".00","","","Voided Line 000EXH Voided Line 000EX9 Vo","NV","4","4",
"700","ZULILY","13,284.00","","No collection Info","000156","02/05/2014","NET 30","931385","","Shipped","ZU0001","71543-P0000JSC88-6-1","Open","101708","  .00%",".00","13,284.00","03/06/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/06/2014","","001416","","101708","G367","","02/05/14","CALL TO ROUTE","  2004","   167","180688","13,284.00","    .00",".00","","","","NV","4","4",
"701","THE CATO CORPORATION","234.00","","No collection Info","000159","02/10/2014","NET 30","936431","","Shipped","IF0001","136255","Open","101709","  .00%",".00","234.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","02/14","","","","","","W","02/11/2014","","IF0001","","101709","G376","","02/10/14","CALL TO ROUTE","    72","    12","180691","234.00","    .00",".00","","","","NC","","",
"702","THE CATO CORPORATION","2,436.00","","No collection Info","000159","02/10/2014","NET 30","936431","","Shipped","IF0001","136256","Open","101710","  .00%",".00","2,436.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","02/14","","","","","","W","02/11/2014","","IF0001","","101710","G376","","02/10/14","CALL TO ROUTE","   696","   116","180691","2,436.00","    .00",".00","","","","NC","","",
"703","THE CATO CORPORATION","2,262.00","","No collection Info","000159","02/10/2014","NET 30","936431","","Shipped","IF0001","136257","Open","101711","  .00%",".00","2,262.00","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","AF","02/14","","","","","","W","02/11/2014","","IF0001","","101711","G376","","02/11/14","CALL TO ROUTE","   696","   116","180691","2,262.00","    .00",".00","","","","NC","","",
"704","ZULILY","180.00","","No collection Info","000158","02/06/2014","NET 30","931385","","Shipped","ZU0001","70734-P0000JSI6S-6-3","Open","101712","  .00%",".00","180.00","03/08/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/07/2014","","001416","","101712","G373","","02/06/14","CALL TO ROUTE","    24","     2","180656","180.00","    .00",".00","","","","NV","4","4",
"705","F. OLAZABAL","926.10","","No collection Info","","02/28/2014","NET 30","693649","","Shipped","FO0001","1101","Open","101717","  .00%",".00","926.10","03/30/2014",".00","Invoice",".00","PB","","Current"," 30","","RG","02/14","","","","","","W","","","FO0001","","101717","G403","","02/28/14","CALL TO ROUTE","   114","    19","180970","926.10","    .00",".00","","","","PR","","",
"706","J AND S KIDSWEAR","3,192.00","","No collection Info","","02/28/2014","NET 30","891504","","Shipped","JS0002","112603","Open","101728","  .00%",".00","3,192.00","03/30/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","","","JS0002","","101728","G404","","02/28/14","Call to Route","   228","    38","180941","3,192.00","    .00",".00","","","","NY","","1",
"707","J AND S KIDSWEAR","684.00","","No collection Info","","02/28/2014","NET 30","891500","","Shipped","JS0002","112609","Open","101729","  .00%",".00","684.00","03/30/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","","","JS0002","","101729","G404","","02/28/14","Call to Route","    72","     6","","684.00","    .00",".00","","180940","","NY","","1",
"708","BELK STORES","90,420.00","","No collection Info","000161","02/10/2014","NET 30","Line Appro","","Shipped","BK0001","BABYTOGS-3007247","Open","101731","  .00%",".00","90,420.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","DS","02/14","","","","","","W","02/11/2014","","000029","","101731","G378","","02/10/14"," VENDOR PORTAL"," 10960","  1096","181666A","90,420.00","    .00",".00","","","","NC","0","0",
"709","BELK STORES","1,980.00","","No collection Info","000161","02/10/2014","NET 30","Line Appro","","Shipped","BK0001","BABYTOGS-3007248","Open","101732","  .00%",".00","1,980.00","03/12/2014",".00","Invoice",".00","PB","","Current"," 30","","DS","02/14","","","","","","W","02/11/2014","","000029","","101732","G378","","02/10/14"," VENDOR PORTAL","   240","    24","181666A","1,980.00","    .00",".00","","","","NC","0","0",
"710","ZULILY","775.50","","No collection Info","000162","02/11/2014","NET 30","889881","","Shipped","ZU0001","70928-P0000JAMQG62SH","Open","101735","  .00%",".00","775.50","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101735","G380","","02/11/14","CALL TO ROUTE","   132","    13","181885","775.50","    .00",".00","","","","NV","4","4",
"711","ZULILY","8,724.00","","No collection Info","000162","02/11/2014","NET 30","961684","","Shipped","ZU0001","73703-P0000K9768-6-1","Open","101736","  .00%",".00","8,724.00","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101736","G380","","02/11/14","CALL TO ROUTE","  1332","   122","181884","8,724.00","    .00",".00","","","","CO","4","",
"712","ZULILY","1,773.00","","No collection Info","000162","02/11/2014","NET 30","961685","","Shipped","ZU0001","73987-P0000K97V8-6-1","Open","101737","  .00%",".00","1,773.00","03/13/2014",".00","Invoice",".00","PB","","Current"," 30","","EE","02/14","","","","","","W","02/12/2014","","001416","","101737","G380","","02/11/14","CALL TO ROUTE","   264","    22","181883","1,773.00","    .00",".00","","","","NV","4","4",
"713","VF OUTLET, INC.","156.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0010309","Open","101738","  .00%",".00","156.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002826","","101738","G385","","02/19/14","CALL TO ROUTE","    48","     8","NONE","156.00","    .00",".00","000045","","","PA","0001","0001",
"714","VF OUTLET, INC.","252.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0010369","Open","101739","  .00%",".00","252.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002826","","101739","G385","","02/19/14","CALL TO ROUTE","    42","     7","NONE","252.00","    .00",".00","000045","","","PA","0001","0001",
"715","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0020309","Open","101740","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002827","","101740","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","AL","0002","0002",
"716","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0020369","Open","101741","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002827","","101741","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AL","0002","0002",
"717","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0030309","Open","101742","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002828","","101742","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MA","0003","0003",
"718","VF OUTLET, INC.","216.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0030369","Open","101743","  .00%",".00","216.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002828","","101743","G385","","02/19/14","CALL TO ROUTE","    36","     6","NONE","216.00","    .00",".00","000045","","","MA","0003","0003",
"719","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0040309","Open","101744","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002829","","101744","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AL","0004","0004",
"720","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0040369","Open","101745","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002829","","101745","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","AL","0004","0004",
"721","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0050309","Open","101746","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002830","","101746","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","AZ","0005","0005",
"722","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0050369","Open","101747","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002830","","101747","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","AZ","0005","0005",
"723","VF OUTLET, INC.","78.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0070309","Open","101748","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002831","","101748","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0007","0007",
"724","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0070369","Open","101749","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002831","","101749","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0007","0007",
"725","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0080309","Open","101750","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002832","","101750","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","FL","0008","0008",
"726","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0080369","Open","101751","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002832","","101751","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","FL","0008","0008",
"727","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0090309","Open","101752","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002833","","101752","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","UT","0009","0009",
"728","VF OUTLET, INC.","72.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0090369","Open","101753","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002833","","101753","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","UT","0009","0009",
"729","VF OUTLET, INC.","39.00","","No collection Info","000172","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0100309","Open","101754","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002834","","101754","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","MS","0010","0010",
"730","VF OUTLET, INC.","144.00","","No collection Info","000172","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0100369","Open","101755","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002834","","101755","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MS","0010","0010",
"731","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0110309","Open","101756","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002835","","101756","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TN","0011","0011",
"732","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0110369","Open","101757","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002835","","101757","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TN","0011","0011",
"733","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0120309","Open","101758","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002836","","101758","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TN","0012","0012",
"734","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0120369","Open","101759","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002836","","101759","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TN","0012","0012",
"735","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0130309","Open","101760","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002837","","101760","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","LA","0013","0013",
"736","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0130369","Open","101761","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002837","","101761","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","LA","0013","0013",
"737","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0140309","Open","101762","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002838","","101762","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TX","0014","0014",
"738","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0140369","Open","101763","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002838","","101763","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","0014","0014",
"739","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0150309","Open","101764","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002839","","101764","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0015","0015",
"740","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0150369","Open","101765","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002839","","101765","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0015","0015",
"741","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0160309","Open","101766","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002840","","101766","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","0016","0016",
"742","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0160369","Open","101767","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002840","","101767","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","0016","0016",
"743","VF OUTLET, INC.","39.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0170309","Open","101768","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002841","","101768","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","PA","0017","0017",
"744","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0170369","Open","101769","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002841","","101769","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","PA","0017","0017",
"745","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0180309","Open","101770","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002842","","101770","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","MO","0018","0018",
"746","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0180369","Open","101771","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002842","","101771","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","MO","0018","0018",
"747","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0190309","Open","101772","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002843","","101772","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0019","0019",
"748","VF OUTLET, INC.","72.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0190369","Open","101773","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002843","","101773","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","0019","0019",
"749","VF OUTLET, INC.","78.00","","No collection Info","000171","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0200309","Open","101774","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002844","","101774","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0020","0020",
"750","VF OUTLET, INC.","144.00","","No collection Info","000171","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0200369","Open","101775","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002844","","101775","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0020","0020",
"751","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0210309","Open","101776","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002845","","101776","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","KY","0021","0021",
"752","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0210369","Open","101777","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002845","","101777","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","KY","0021","0021",
"753","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0220309","Open","101778","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002846","","101778","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","NE","0022","0022",
"754","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0220369","Open","101779","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002846","","101779","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","NE","0022","0022",
"755","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0230309","Open","101780","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002847","","101780","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","LA","0023","0023",
"756","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0230369","Open","101781","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002847","","101781","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","LA","0023","0023",
"757","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0240309","Open","101782","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002848","","101782","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IA","0024","0024",
"758","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0240369","Open","101783","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002848","","101783","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","IA","0024","0024",
"759","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0250309","Open","101784","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002849","","101784","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","IL","0025","0025",
"760","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0250369","Open","101785","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002849","","101785","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","IL","0025","0025",
"761","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0260309","Open","101786","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002850","","101786","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","TX","0026","0026",
"762","VF OUTLET, INC.","144.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0260369","Open","101787","  .00%",".00","144.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002850","","101787","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","144.00","    .00",".00","000045","","","TX","0026","0026",
"763","VF OUTLET, INC.","78.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0270309","Open","101788","  .00%",".00","78.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002851","","101788","G385","","02/19/14","CALL TO ROUTE","    24","     4","NONE","78.00","    .00",".00","000045","","","FL","0027","0027",
"764","VF OUTLET, INC.","216.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0270369","Open","101789","  .00%",".00","216.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002851","","101789","G385","","02/19/14","CALL TO ROUTE","    36","     6","NONE","216.00","    .00",".00","000045","","","FL","0027","0027",
"765","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0280309","Open","101790","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002852","","101790","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","TX","0028","0028",
"766","VF OUTLET, INC.","72.00","","No collection Info","000170","02/10/2014","NET 45","548493","","Shipped","VF0001","NWSHS0280369","Open","101791","  .00%",".00","72.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002852","","101791","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","72.00","    .00",".00","000045","","","TX","0028","0028",
"767","VF OUTLET, INC.","39.00","","No collection Info","000170","02/10/2014","NET 45","507268","","Shipped","VF0001","IBRMP0290309","Open","101792","  .00%",".00","39.00","03/27/2014",".00","Invoice",".00","PB","","Current"," 45","","AF","02/14","","","","","","W","02/20/2014","","002853","","101792","G385","","02/19/14","CALL TO ROUTE","    12","     2","NONE","39.00","    .00",".00","000045","","","CT","0029","0029",
